gene_id,gene_name,tpm
AT4G24805,AT4G24805,16
AT4G24810,AT4G24810,7
AT4G24820,RPN7,91
AT4G24830,AT4G24830,19
AT4G24840,AT4G24840,13
AT4G24860,AT4G24860,0.2
AT4G24880,AT4G24880,4
AT4G24890,PAP24,0.3
AT4G24900,TTL,7
AT4G24910,AT4G24910,1
AT4G24920,AT4G24920,62
AT4G24930,AT4G24930,10
AT4G24940,SAE1A,19
AT4G24950,SINE4,
AT4G24960,HVA22D,6
AT4G24970,MORC7,1
AT4G24972,TPD1,5
AT4G24973,SPH18,
AT4G24974,SPH19,
AT4G24975,SPH20,
AT4G24980,AT4G24980,0.7
AT4G24990,MUB3,78
AT4G25000,AMY1,59
AT4G25010,SWEET14,
AT4G25020,AT4G25020,7
AT4G25030,AT4G25030,55
AT4G25040,AT4G25040,48
AT4G25050,ACP4,42
AT4G25070,AT4G25070,3
AT4G25080,CHLM,39
AT4G25100,FSD1,29
AT4G25110,AMC2,0.5
AT4G25120,SRS2,0.6
AT4G25130,MSR4,131
AT4G25140,OLEO1,14060
AT4G25150,AT4G25150,1
AT4G25160,PUB35,0.4
AT4G25170,AT4G25170,90
AT4G25180,AT4G25180,24
AT4G25190,QWRF7,
AT4G25200,HSP23.6,5
AT4G25210,GEBPL,39
AT4G25220,RHS15,
AT4G25225,AT4G25225,12
AT4G25230,RIN2,29
AT4G25240,SKS1,0.9
AT4G25260,PMEI7,1
AT4G25270,PCMP-E53,1
AT4G25280,UMK2,17
AT4G25290,AT4G25290,9
AT4G25300,AT4G25300,6
AT4G25310,AT4G25310,0.1
AT4G25315,AT4G25315,2
AT4G25320,AHL3,10
AT4G25330,AT4G25330,0.4
AT4G25340,FKBP53,15
AT4G25350,PHO1-H4,0.1
AT4G25360,TBL18,10
AT4G25370,CLPT1,54
AT4G25380,SAP10,3
AT4G25390,AT4G25390,23
AT4G25410,BHLH126,0.1
AT4G25420,GA20OX1,0.1
AT4G25433,AT4G25433,0.5
AT4G25434,ATNUDT10,0.4
AT4G25440,ZFWD1,12
AT4G25450,ABCB28,17
AT4G25470,DREB1C,0.1
AT4G25480,DREB1A,0.1
AT4G25490,DREB1B,0.1
AT4G25500,RS40,31
AT4G25515,SLK3,3
AT4G25520,SLK1,10
AT4G25530,HDG6,0.3
AT4G25540,MSH3,0.9
AT4G25550,CFIS2,36
AT4G25570,ACYB-2,46
AT4G25580,AT4G25580,138
AT4G25590,ADF7,
AT4G25600,P4H12,6
AT4G25610,AT4G25610,4
AT4G25620,AT4G25620,16
AT4G25630,MED36A,11
AT4G25631,U60.2F,0.5
AT4G25640,ATDTX35,43
AT4G25650,PTC52,55
AT4G25660,AT4G25660,23
AT4G25670,AT4G25670,41
AT4G25680,AT4G25680,30
AT4G25690,AT4G25690,27
AT4G25700,BETA-OHASE 1,27
AT4G25707,AT4G25707,5
AT4G25710,AT4G25710,11
AT4G25719,AT4G25719,0.6
AT4G25720,QCT,8
AT4G25730,AT4G25730,14
AT4G25740,RPS10A,66
AT4G25750,ABCG4,0.5
AT4G25760,GDU2,0.1
AT4G25770,AT4G25770,13
AT4G25780,AT4G25780,1
AT4G25790,AT4G25790,0.1
AT4G25800,CBP60D,4
AT4G25810,XTH23,49
AT4G25820,XTH14,
AT4G25830,AT4G25830,8
AT4G25835,AT4G25835,3
AT4G25840,GPP1,10
AT4G25845,AT4G25845,0.3
AT4G25850,ORP4B,1
AT4G25860,ORP4A,0.1
AT4G25870,AT4G25870,2
AT4G25880,APUM6,14
AT4G25885,AT4G25885,0.1
AT4G25890,RPP3A,15
AT4G25900,AT4G25900,30
AT4G25910,NIFU3,10
AT4G25920,AT4G25920,
AT4G25940,AT4G25940,6
AT4G25950,VHA-G3,
AT4G25960,ABCB2,15
AT4G25970,PSD3,34
AT4G25980,PER43,42
AT4G25990,CIL,1
AT4G26000,PEP,22
AT4G26010,AT4G26010,0.1
AT4G26020,AT4G26020,0.2
AT4G26030,AT4G26030,0.1
AT4G26040,AT4G26040,
AT4G26050,PIRL8,32
AT4G26055,AT4G26055,2
AT4G26060,AT4G26060,20
AT4G26070,MKK1,8
AT4G26080,ABI1,66
AT4G26100,CKL1,20
AT4G26110,NAP1;1,34
AT4G26120,AT4G26120,1
AT4G26130,AT4G26130,35
AT4G26140,BGAL12,0.8
AT4G26145,AT4G26145,
AT4G26150,GATA22,2
AT4G26160,ACHT1,26
AT4G26170,ET1,0.2
AT4G26180,COAC2,4
AT4G26190,AT4G26190,11
AT4G26200,ACS7,65
AT4G26210,AT4G26210,20
AT4G26220,AT4G26220,35
AT4G26230,RPL31B,100
AT4G26240,AT4G26240,7
AT4G26255,AT4G26255,0.3
AT4G26260,MIOX4,1
AT4G26270,PFK3,19
AT4G26280,SOT3,0.1
AT4G26288,AT4G26288,3
AT4G26300,emb1027,16
AT4G26310,AT4G26310,12
AT4G26320,AGP13,
AT4G26330,UNE17,
AT4G26340,AT4G26340,
AT4G26365,AT4G26365,
AT4G26370,AT4G26370,7
AT4G26380,AT4G26380,0.1
AT4G26390,AT4G26390,
AT4G26400,AT4G26400,22
AT4G26410,RHIP1,34
AT4G26415,AT4G26415,
AT4G26420,GAMT1,51
AT4G26430,CSN6B,8
AT4G26440,WRKY34,
AT4G26450,AT4G26450,26
AT4G26455,WIP1,18
AT4G26460,AT4G26460,6
AT4G26466,LRE,7
AT4G26470,AT4G26470,4
AT4G26480,AT4G26480,18
AT4G26483,AT4G26483,
AT4G26485,AT4G26485,
AT4G26488,AT4G26488,0.1
AT4G26510,UKL4,6
AT4G26520,AT4G26520,3
AT4G26530,FBA5,6
AT4G26540,RGI3,0.7
AT4G26550,AT4G26550,6
AT4G26555,FKBP16-1,13
AT4G26560,CBL7,
AT4G26570,ATCBL3,34
AT4G26580,AT4G26580,6
AT4G26582,AT4G26582,
AT4G26590,OPT5,4
AT4G26600,AT4G26600,3
AT4G26610,D6PKL1,16
AT4G26620,AT4G26620,11
AT4G26630,AT4G26630,93
AT4G26640,WRKY20,8
AT4G26650,AT4G26650,10
AT4G26660,AT4G26660,0.7
AT4G26670,TIM22-2,23
AT4G26675,AT4G26675,2
AT4G26680,AT4G26680,0.8
AT4G26690,GDPDL3,40
AT4G26700,FIM1,65
AT4G26701,AT4G26701,0.3
AT4G26710,VHA-E2,94
AT4G26720,PPX1,15
AT4G26730,AT4G26730,
AT4G26740,PXG1,2075
AT4G26750,LIP5,27
AT4G26760,MAP65-2,7
AT4G26770,CDS3,1
AT4G26780,AR192,8
AT4G26790,AT4G26790,0.7
AT4G26795,AT4G26795,0.2
AT4G26800,AT4G26800,0.4
AT4G26810,AT4G26810,5
AT4G26820,AT4G26820,
AT4G26830,AT4G26830,0.1
AT4G26840,SUMO1,66
AT4G26850,VTC2,162
AT4G26860,AT4G26860,15
AT4G26870,AT4G26870,24
AT4G26890,MAPKKK16,1
AT4G26900,HISN4,17
AT4G26910,AT4G26910,19
AT4G26930,MYB97,0.1
AT4G26940,B3GALT4,36
AT4G26950,AT4G26950,0.9
AT4G26960,AT4G26960,0.3
AT4G26965,AT4G26965,7
AT4G26970,ACO2,19
AT4G26980,AT4G26980,12
AT4G26990,AT4G26990,1
AT4G27000,RBP45C,69
AT4G27010,AT4G27010,1
AT4G27020,AT4G27020,24
AT4G27030,FAD4,5
AT4G27040,VP22-1,18
AT4G27050,AT4G27050,10
AT4G27060,TOR1,9
AT4G27070,TSB2,30
AT4G27080,ATPDIL5-4,13
AT4G27090,RPL14B,478
AT4G27100,AT4G27100,7
AT4G27110,COBL11,
AT4G27120,AT4G27120,30
AT4G27130,AT4G27130,189
AT4G27140,AT2S1,14744
AT4G27150,AT2S2,22070
AT4G27160,AT2S3,127090
AT4G27170,AT2S4,26434
AT4G27180,KIN14M,24
AT4G27190,AT4G27190,0.2
AT4G27220,AT4G27220,0.1
AT4G27230,HTA2,33
AT4G27240,AT4G27240,6
AT4G27250,AT4G27250,35
AT4G27260,GH3.5,31
AT4G27270,AT4G27270,1
AT4G27280,KRP1,52
AT4G27300,SD11,0.4
AT4G27310,AT4G27310,14
AT4G27320,PHOS34,28
AT4G27340,AT4G27340,4
AT4G27350,AT4G27350,10
AT4G27370,VIIIB,3
AT4G27380,AT4G27380,24
AT4G27390,AT4G27390,23
AT4G27410,RD26,28
AT4G27420,ABCG9,5
AT4G27430,CIP7,18
AT4G27435,AT4G27435,12
AT4G27440,PORB,70
AT4G27450,AT4G27450,204
AT4G27460,CBSX5,39
AT4G27470,RMA3,23
AT4G27480,AT4G27480,3
AT4G27490,RRP41L,5
AT4G27500,PPI1,157
AT4G27510,AT4G27510,0.2
AT4G27520,ENODL2,25
AT4G27530,AT4G27530,105
AT4G27540,PRA1H,16
AT4G27550,TPS4,0.8
AT4G27560,UGT79B2,3
AT4G27570,UGT79B3,
AT4G27580,AT4G27580,0.3
AT4G27585,AT4G27585,15
AT4G27590,AT4G27590,
AT4G27595,AT4G27595,0.5
AT4G27600,NARA5,23
AT4G27610,AT4G27610,15
AT4G27620,AT4G27620,5
AT4G27630,GTG2,5
AT4G27640,AT4G27640,11
AT4G27650,PEL1,21
AT4G27652,AT4G27652,28
AT4G27654,AT4G27654,10
AT4G27657,AT4G27657,9
AT4G27660,AT4G27660,2
AT4G27670,HSP21,0.2
AT4G27680,AT4G27680,23
AT4G27690,VPS26B,19
AT4G27700,AT4G27700,26
AT4G27710,CYP709B3,9
AT4G27720,AT4G27720,9
AT4G27730,OPT6,0.7
AT4G27740,AT4G27740,10
AT4G27745,AT4G27745,21
AT4G27750,ISI1,18
AT4G27760,FEY,20
AT4G27765,MIR828A,0.4
AT4G27780,ACBP2,48
AT4G27790,AT4G27790,0.3
AT4G27800,PPH1,80
AT4G27810,AT4G27810,1
AT4G27820,BGLU9,3
AT4G27830,BGLU10,24
AT4G27840,PHYL2.1,5
AT4G27850,AT4G27850,0.2
AT4G27852,AT4G27852,0.5
AT4G27860,AT4G27860,2
AT4G27870,AT4G27870,18
AT4G27880,SINAT4,20
AT4G27885,AT4G27885,
AT4G27890,BOB2,0.1
AT4G27900,AT4G27900,43
AT4G27910,ATX4,4
AT4G27920,PYL10,0.1
AT4G27940,MTM1,3
AT4G27950,CRF4,2
AT4G27960,UBC9,94
AT4G27970,SLAH2,1
AT4G27980,AT4G27980,2
AT4G27990,YLMG1-2,51
AT4G28000,AT4G28000,
AT4G28005,AT4G28005,4
AT4G28010,AT4G28010,2
AT4G28020,AT4G28020,1
AT4G28025,AT4G28025,69
AT4G28030,AT4G28030,19
AT4G28040,AT4G28040,6
AT4G28050,TET7,10
AT4G28060,COX6B-3,91
AT4G28070,AT4G28070,4
AT4G28080,TSS,22
AT4G28085,AT4G28085,114
AT4G28088,AT4G28088,88
AT4G28090,sks10,0.1
AT4G28100,AT4G28100,9
AT4G28110,AtMYB41,0.1
AT4G28130,DGK6,
AT4G28140,ERF054,6
AT4G28150,AT4G28150,2
AT4G28162,AT4G28162,0.6
AT4G28170,AT4G28170,0.6
AT4G28180,AT4G28180,2
AT4G28190,ULT1,14
AT4G28200,AT4G28200,15
AT4G28210,emb1923,12
AT4G28220,NDB1,2
AT4G28230,AT4G28230,0.8
AT4G28240,AT4G28240,16
AT4G28250,EXPB3,1
AT4G28260,AT4G28260,49
AT4G28270,RMA2,38
AT4G28280,LLG3,
AT4G28300,AT4G28300,53
AT4G28310,AT4G28310,0.7
AT4G28320,MAN5,5
AT4G28330,AT4G28330,6
AT4G28340,AT4G28340,
AT4G28350,LECRK72,1
AT4G28360,AT4G28360,18
AT4G28365,ENODL3,63
AT4G28370,FLY1,25
AT4G28380,AT4G28380,8
AT4G28390,AAC3,56
AT4G28395,ATA7,
AT4G28397,AT4G28397,
AT4G28400,AT4G28400,17
AT4G28405,AT4G28405,7
AT4G28410,AT4G28410,0.2
AT4G28420,AT4G28420,0.2
AT4G28430,RTNLB18,0.2
AT4G28440,AT4G28440,30
AT4G28450,AT4G28450,8
AT4G28460,PIP1,0.3
AT4G28470,RPN1B,18
AT4G28480,AT4G28480,35
AT4G28485,DMP7,0.2
AT4G28490,RLK5,14
AT4G28500,NAC073,2
AT4G28510,PHB1,24
AT4G28520,CRC,71697
AT4G28530,anac074,7
AT4G28540,CKL6,15
AT4G28550,AT4G28550,9
AT4G28556,RIC7,0.3
AT4G28560,RIC7,0.3
AT4G28570,FAO4B,7
AT4G28580,MRS2-6,
AT4G28590,MRL7,5
AT4G28600,NPGR2,14
AT4G28610,PHR1,28
AT4G28630,ABCB23,3
AT4G28640,IAA11,6
AT4G28650,MIK1,0.8
AT4G28660,PSB28,66
AT4G28670,CRK43,
AT4G28680,TYRDC,
AT4G28690,AT4G28690,3
AT4G28700,AMT1-4,0.1
AT4G28703,AT4G28703,2
AT4G28706,AT4G28706,7
AT4G28710,XI-H,6
AT4G28720,YUC8,
AT4G28730,GRXC5,9
AT4G28740,AT4G28740,19
AT4G28750,PSAE1,86
AT4G28755,AT4G28755,
AT4G28760,AT4G28760,16
AT4G28770,AT4G28770,30
AT4G28775,AT4G28775,0.1
AT4G28780,AT4G28780,0.2
AT4G28790,BHLH23,0.5
AT4G28800,AT4G28800,0.2
AT4G28811,BHLH119,3
AT4G28815,BHLH127,0.3
AT4G28820,AT4G28820,2
AT4G28830,AT4G28830,11
AT4G28840,SPEAR3,1
AT4G28860,CKL4,22
AT4G28870,AT4G28870,
AT4G28880,CKL3,34
AT4G28890,ATL42,
AT4G28910,AFPH2,41
AT4G28920,AT4G28920,
AT4G28930,AT4G28930,0.1
AT4G28940,AT4G28940,0.2
AT4G28950,ARAC7,10
AT4G28980,CDKF-1,11
AT4G28990,AT4G28990,5
AT4G29000,TCX5,7
AT4G29010,AIM1,99
AT4G29020,AT4G29020,87
AT4G29030,AT4G29030,0.7
AT4G29033,AT4G29033,
AT4G29035,SPH74,
AT4G29037,AT4G29037,
AT4G29040,RPT2A,98
AT4G29050,AT4G29050,2
AT4G29060,emb2726,29
AT4G29070,AT4G29070,86
AT4G29080,IAA27,11
AT4G29100,BHLH68,51
AT4G29110,AT4G29110,1
AT4G29120,AT4G29120,24
AT4G29130,HXK1,15
AT4G29140,DTX51,4
AT4G29150,IQD25,3
AT4G29160,VPS32.2,74
AT4G29170,MND1,3
AT4G29180,RHS16,
AT4G29190,AT4G29190,16
AT4G29200,AT4G29200,0.3
AT4G29210,GGT3,11
AT4G29220,PFK1,10
AT4G29230,anac075,4
AT4G29240,AT4G29240,7
AT4G29260,AT4G29260,23
AT4G29270,AT4G29270,0.9
AT4G29273,LCR23,
AT4G29280,LCR22,
AT4G29283,LCR21,
AT4G29285,LCR24,
AT4G29290,LCR26,
AT4G29300,LCR27,1
AT4G29305,LCR25,
AT4G29310,AT4G29310,8
AT4G29330,DER1,17
AT4G29340,PRO3,0.5
AT4G29350,PRO2,371
AT4G29360,AT4G29360,4
AT4G29370,AT4G29370,0.2
AT4G29380,VPS15,11
AT4G29390,RPS30A,59
AT4G29400,AT4G29400,9
AT4G29410,RPL28C,112
AT4G29420,AT4G29420,8
AT4G29430,RPS15AE,19
AT4G29440,AT4G29440,6
AT4G29460,PLA2-GAMMA,0.1
AT4G29470,PLA2-DELTA,0.1
AT4G29480,AT4G29480,45
AT4G29490,AT4G29490,40
AT4G29510,PRMT11,13
AT4G29520,AT4G29520,20
AT4G29530,AT4G29530,3
AT4G29540,LPXA,2
AT4G29548,AT4G29548,
AT4G29550,AT4G29550,0.2
AT4G29560,AT4G29560,1
AT4G29570,CDA8,5
AT4G29580,AT4G29580,0.2
AT4G29590,AT4G29590,13
AT4G29600,CDA7,0.3
AT4G29610,CDA6,0.3
AT4G29620,CDA2,
AT4G29630,CDA3,
AT4G29640,CDA5,1
AT4G29650,CDA4,2
AT4G29658,PRA1.C,0.3
AT4G29660,EMB2752,27
AT4G29670,ACHT2,45
AT4G29680,AT4G29680,9
AT4G29690,AT4G29690,0.3
AT4G29700,AT4G29700,1
AT4G29710,AT4G29710,0.4
AT4G29720,PAO5,5
AT4G29730,MSI5,1
AT4G29735,AT4G29735,40
AT4G29740,CKX4,0.1
AT4G29750,AT4G29750,8
AT4G29760,HTT4,0.6
AT4G29770,AT4G29770,3
AT4G29780,AT4G29780,47
AT4G29790,AT4G29790,13
AT4G29800,PLP8,2
AT4G29810,ATMKK2,14
AT4G29820,CFIS1,20
AT4G29830,VIP3,12
AT4G29840,TS1,67
AT4G29850,AT4G29850,0.6
AT4G29860,DSE1,5
AT4G29870,AT4G29870,42
AT4G29880,PIRL7,0.6
AT4G29890,AT4G29890,25
AT4G29900,ACA10,21
AT4G29905,AT4G29905,4
AT4G29910,ORC5,2
AT4G29920,AT4G29920,0.3
AT4G29930,BHLH27,
AT4G29940,PRH,7
AT4G29950,AT4G29950,22
AT4G29960,AT4G29960,22
AT4G29980,AT4G29980,
AT4G29990,AT4G29990,1
AT4G30000,AT4G30000,2
AT4G30010,AT4G30010,135
AT4G30020,SBT2.6,4
AT4G30050,AT4G30050,
AT4G30060,AT4G30060,2
AT4G30064,LCR61,0.1
AT4G30067,LCR63,0.2
AT4G30070,PDF3.2,0.1
AT4G30074,LCR19,
AT4G30080,ARF16,21
AT4G30090,AT4G30090,1
AT4G30100,AT4G30100,18
AT4G30110,HMA2,7
AT4G30120,HMA3,
AT4G30130,AT4G30130,2
AT4G30140,CDEF1,0.4
AT4G30150,AT4G30150,3
AT4G30160,VLN4,10
AT4G30170,PER45,0.1
AT4G30180,BHLH146,0.2
AT4G30190,HA2,40
AT4G30200,VIL2,25
AT4G30210,ATR2,69
AT4G30220,RUXF,56
AT4G30230,AT4G30230,0.1
AT4G30240,AT4G30240,22
AT4G30250,AT4G30250,4
AT4G30260,AT4G30260,30
AT4G30270,XTH24,1864
AT4G30280,XTH18,55
AT4G30290,XTH19,8
AT4G30300,ABCE3,0.6
AT4G30310,AT4G30310,35
AT4G30320,AT4G30320,0.3
AT4G30330,AT4G30330,16
AT4G30340,DGK7,14
AT4G30350,SMXL2,13
AT4G30360,CNGC17,8
AT4G30370,ATL14,4
AT4G30380,AT4G30380,0.4
AT4G30390,AT4G30390,33
AT4G30400,ATL13,4
AT4G30410,IBL1,0.8
AT4G30420,AT4G30420,0.1
AT4G30430,TET9,0.8
AT4G30440,GAE1,114
AT4G30450,AT4G30450,3
AT4G30460,AT4G30460,11
AT4G30470,AT4G30470,184
AT4G30480,TPR1,35
AT4G30490,AT4G30490,35
AT4G30500,AT4G30500,14
AT4G30510,ATG18B,6
AT4G30520,AT4G30520,3
AT4G30530,GGP1,337
AT4G30550,GGP3,99
AT4G30560,CNGC9,3
AT4G30570,AT4G30570,5
AT4G30580,LPAT1,24
AT4G30590,ENODL12,1
AT4G30600,AT4G30600,111
AT4G30610,SCPL24,0.4
AT4G30620,AT4G30620,17
AT4G30630,AT4G30630,16
AT4G30640,FBL19,0.1
AT4G30650,AT4G30650,9
AT4G30660,AT4G30660,70
AT4G30662,AT4G30662,
AT4G30670,AT4G30670,2
AT4G30680,AT4G30680,7
AT4G30690,IF3-4,39
AT4G30700,DYW9,1
AT4G30710,AUG8,4
AT4G30720,AT4G30720,10
AT4G30730,AT4G30730,
AT4G30750,AT4G30750,34
AT4G30760,AT4G30760,34
AT4G30770,AT4G30770,
AT4G30780,AT4G30780,19
AT4G30790,ATG11,12
AT4G30800,RPS11B,4
AT4G30810,SCPL29,9
AT4G30820,AT4G30820,5
AT4G30825,AT4G30825,3
AT4G30830,AT4G30830,0.3
AT4G30840,NUP43,3
AT4G30845,AT4G30845,1
AT4G30850,HHP2,35
AT4G30860,ASHR3,0.2
AT4G30870,MUS81,3
AT4G30880,AT4G30880,123
AT4G30890,UBP24,21
AT4G30900,AT4G30900,9
AT4G30910,AT4G30910,11
AT4G30920,LAP2,28
AT4G30930,RPL21M,15
AT4G30935,WRKY32,30
AT4G30940,AT4G30940,4
AT4G30950,FAD6,58
AT4G30960,CIPK6,116
AT4G30970,AT4G30970,
AT4G30975,AT4G30975,0.3
AT4G30980,LRL2,0.4
AT4G30990,AT4G30990,5
AT4G30993,AT4G30993,14
AT4G30996,AT4G30996,22
AT4G31000,CBP60F,23
AT4G31010,AT4G31010,7
AT4G31020,AT4G31020,0.5
AT4G31040,AT4G31040,31
AT4G31050,LIP2P,5
AT4G31060,ERF015,26
AT4G31070,PCMP-E7,0.6
AT4G31080,AT4G31080,18
AT4G31100,WAKL17,0.2
AT4G31110,WAKL18,0.1
AT4G31115,AT4G31115,27
AT4G31120,PMRT15,9
AT4G31130,AT4G31130,38
AT4G31140,AT4G31140,3
AT4G31150,AT4G31150,6
AT4G31160,DCAF1,11
AT4G31170,AT4G31170,32
AT4G31180,IBI1,49
AT4G31200,AT4G31200,6
AT4G31210,AT4G31210,3
AT4G31230,AT4G31230,
AT4G31240,AT4G31240,25
AT4G31248,AT4G31248,0.1
AT4G31250,AT4G31250,0.2
AT4G31260,AT4G31260,
AT4G31265,AT4G31265,
AT4G31270,AT4G31270,23
AT4G31290,GGCT2;2,120
AT4G31300,PBA1,82
AT4G31310,AT4G31310,11
AT4G31320,AT4G31320,0.1
AT4G31330,AT4G31330,5
AT4G31340,AT4G31340,59
AT4G31350,AT4G31350,5
AT4G31351,AT4G31351,2
AT4G31354,AT4G31354,4
AT4G31355,AT4G31355,7
AT4G31360,AT4G31360,6
AT4G31370,FLA5,7
AT4G31380,FLP1,3
AT4G31390,ABC1K1,15
AT4G31398,AT4G31398,1
AT4G31400,CTF7,1
AT4G31405,AT4G31405,4
AT4G31408,AT4G31408,3
AT4G31410,AT4G31410,21
AT4G31420,AT4G31420,39
AT4G31430,AT4G31430,26
AT4G31440,AT4G31440,6
AT4G31441,AT4G31441,7
AT4G31450,AT4G31450,10
AT4G31460,AT4G31460,20
AT4G31470,AT4G31470,
AT4G31480,AT4G31480,22
AT4G31490,AT4G31490,12
AT4G31500,CYP83B1,11
AT4G31510,AT4G31510,34
AT4G31520,AT4G31520,0.4
AT4G31530,AT4G31530,7
AT4G31550,WRKY11,27
AT4G31560,HCF153,27
AT4G31570,AT4G31570,8
AT4G31580,RSZ22,43
AT4G31590,CSLC5,43
AT4G31600,UTR7,4
AT4G31610,REM1,0.3
AT4G31615,REM2,0.7
AT4G31620,AT4G31620,0.3
AT4G31640,REM5,0.1
AT4G31650,AT4G31650,2
AT4G31660,REM7,0.5
AT4G31670,UBP18,17
AT4G31680,REM8,0.2
AT4G31685,AT4G31685,0.1
AT4G31690,AT4G31690,
AT4G31700,RPS6A,180
AT4G31710,ATGLR2.4,0.2
AT4G31715,AT4G31715,
AT4G31720,TAF10,34
AT4G31730,GDU1,5
AT4G31750,WIN2,13
AT4G31760,PER46,3
AT4G31770,DBR1,5
AT4G31780,MGD1,22
AT4G31790,AT4G31790,6
AT4G31800,WRKY18,33
AT4G31805,POLAR,1
AT4G31810,AT4G31810,6
AT4G31820,NPY1,2
AT4G31830,AT4G31830,443
AT4G31840,ENODL15,13
AT4G31850,PGR3,3
AT4G31860,AT4G31860,69
AT4G31870,GPX7,4
AT4G31877,MIR156C,45
AT4G31880,AT4G31880,29
AT4G31890,AT4G31890,5
AT4G31900,CHR7,0.3
AT4G31910,BAT1,
AT4G31920,ARR10,4
AT4G31930,AT4G31930,4
AT4G31950,CYP82C3,0.1
AT4G31960,AT4G31960,0.1
AT4G31970,CYP82C2,0.9
AT4G31980,AT4G31980,9
AT4G31985,RPL39A,134
AT4G31990,ASP5,80
AT4G32000,AT4G32000,12
AT4G32010,VAL2,12
AT4G32020,AT4G32020,102
AT4G32030,AT4G32030,17
AT4G32040,KNAT5,25
AT4G32050,AT4G32050,5
AT4G32060,MICU,64
AT4G32070,Phox4,22
AT4G32080,AT4G32080,0.3
AT4G32090,AT4G32090,0.1
AT4G32100,AT4G32100,1
AT4G32105,AT4G32105,
AT4G32110,AT4G32110,0.1
AT4G32120,HPGT2,6
AT4G32130,AT4G32130,41
AT4G32140,AT4G32140,10
AT4G32150,VAMP711,66
AT4G32160,EREL1,18
AT4G32170,CYP96A2,0.1
AT4G32175,AT4G32175,7
AT4G32180,PANK2,19
AT4G32190,AT4G32190,15
AT4G32200,ASY2,1
AT4G32208,AT4G32208,
AT4G32210,SDH3-1,3
AT4G32230,AT4G32230,
AT4G32240,AT4G32240,33
AT4G32250,AT4G32250,70
AT4G32260,AT4G32260,201
AT4G32270,AT4G32270,7
AT4G32272,AT4G32272,11
AT4G32280,IAA29,2
AT4G32285,AT4G32285,39
AT4G32290,AT4G32290,107
AT4G32295,AT4G32295,24
AT4G32300,SD25,17
AT4G32320,APX6,27
AT4G32330,WDL5,37
AT4G32340,AT4G32340,45
AT4G32342,AT4G32342,0.1
AT4G32350,AT4G32350,11
AT4G32360,MFDR,6
AT4G32370,AT4G32370,
AT4G32375,AT4G32375,
AT4G32380,AT4G32380,
AT4G32390,AT4G32390,50
AT4G32400,BT1,12
AT4G32410,CESA1,85
AT4G32420,CYP95,13
AT4G32430,PCMP-E40,0.7
AT4G32440,AT4G32440,17
AT4G32445,MIR419,4
AT4G32450,PCMP-H63,6
AT4G32460,AT4G32460,3
AT4G32470,QCR7-1,127
AT4G32480,AT4G32480,35
AT4G32490,ENODL4,28
AT4G32500,AKT5,3
AT4G32510,AT4G32510,0.1
AT4G32520,SHM3,18
AT4G32530,AT4G32530,43
AT4G32535,AT4G32535,2
AT4G32540,YUC,0.1
AT4G32551,LUG,17
AT4G32560,AT4G32560,9
AT4G32570,TIFY8,10
AT4G32580,AT4G32580,0.7
AT4G32590,AT4G32590,25
AT4G32600,AT4G32600,17
AT4G32605,AT4G32605,10
AT4G32610,AT4G32610,30
AT4G32620,AT4G32620,14
AT4G32630,AT4G32630,0.1
AT4G32640,AT4G32640,17
AT4G32650,KAT3,5
AT4G32660,AFC3,24
AT4G32670,AT4G32670,7
AT4G32680,AT4G32680,23
AT4G32690,GLB3,12
AT4G32700,TEB,1
AT4G32710,PERK14,4
AT4G32714,SCRL25,
AT4G32720,LA1,42
AT4G32730,PC-MYB1,4
AT4G32750,AT4G32750,12
AT4G32760,AT4G32760,45
AT4G32770,VTE1,128
AT4G32780,AT4G32780,0.1
AT4G32790,AT4G32790,3
AT4G32800,ERF043,3
AT4G32810,CCD8,3
AT4G32820,AT4G32820,5
AT4G32830,AUR1,1
AT4G32840,PFK6,5
AT4G32850,nPAP,31
AT4G32860,AT4G32860,0.4
AT4G32870,AT4G32870,45
AT4G32880,ATHB-8,1
AT4G32890,GATA9,2
AT4G32900,AT4G32900,9
AT4G32910,NUP85,16
AT4G32915,GATC,10
AT4G32920,AT4G32920,24
AT4G32930,AT4G32930,46
AT4G32940,GAMMA-VPE,327
AT4G32950,AT4G32950,
AT4G32960,AT4G32960,17
AT4G32970,AT4G32970,7
AT4G32980,ATH1,2
AT4G32990,AT4G32990,0.2
AT4G33000,CBL10,8
AT4G33010,GLDP1,45
AT4G33020,ZIP9,0.7
AT4G33030,SQD1,20
AT4G33040,GRXC6,13
AT4G33050,EDA39,20
AT4G33060,CYP57,19
AT4G33070,PDC1,5
AT4G33080,AT4G33080,45
AT4G33090,APM1,90
AT4G33100,AT4G33100,19
AT4G33110,AT4G33110,14
AT4G33120,AT4G33120,0.1
AT4G33130,AT4G33130,5
AT4G33140,AT4G33140,31
AT4G33145,AT4G33145,1
AT4G33150,AT4G33150,185
AT4G33160,AT4G33160,2
AT4G33170,PCMP-H53,0.5
AT4G33180,AT4G33180,7
AT4G33200,XI-I,8
AT4G33210,FBL15,28
AT4G33220,PME44,8
AT4G33230,PME45,
AT4G33240,FAB1A,19
AT4G33250,TIF3K1,70
AT4G33260,CDC20-2,2
AT4G33270,CDC20-1,2
AT4G33280,AT4G33280,22
AT4G33290,AT4G33290,
AT4G33300,ADR1-L1,15
AT4G33330,PGSIP3,2
AT4G33350,TIC22,16
